Name,seq,beat_id,beat_desc,pos,speaker_guess,dialogue,optional
OPT_MQ2_Palace_5426201,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5426201,Saghir,“I have fallen in with villains.”,1
OPT_MQ2_Palace_5426259,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5426259,Saghir,“I don’t care. I’ll do whatever it takes to bring the vithi back to our grove.”,1
OPT_MQ2_Palace_5426339,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5426339,Saghir,"“First, we’ll need to find a way to purify them,”",1
OPT_MQ2_Palace_5432113,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5432113,Li,“I can remain here if you wish privacy.”,1
OPT_MQ2_Palace_5432188,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5432188,Li,"“I’d like you to keep an eye on my person. Stay close, please.”",1
OPT_MQ2_Palace_5476658,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5476658,Saghir,--- Page 13 ---,1
OPT_MQ2_Palace_5476912,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5476912,Saghir,“She warned me that her current company does not enjoy mine nor Ena’s.”,1
OPT_MQ2_Palace_5477004,,MQ2_Palace,Palace engagement — Princess Li sets the charge,5477004,Saghir,"“I can’t blame her. In a way we are opposite, and the politics she’s dealing with are delicate. I miss her though. And I feel, well, snubbed if I’m being honest.”",1
OPT_MQ2_Palace_6069215,,MQ2_Palace,Palace engagement — Princess Li sets the charge,6069215,Li,“There he is speaking to Morog.”,1
OPT_MQ2_Palace_6069248,,MQ2_Palace,Palace engagement — Princess Li sets the charge,6069248,Li,--- Page 332 ---,1
OPT_MQ2_Palace_6069348,,MQ2_Palace,Palace engagement — Princess Li sets the charge,6069348,Li,“The anointing! He made it through the cycle. Someone must have arranged a hasty tomb and a resurrection spell. Someone powerful.”,1
OPT_MQ2_Palace_380196,,MQ2_Palace,Palace engagement — Princess Li sets the charge,380196,,“I bet she gets that a lot. I saw how Darius and Erik fawned over her.”,1
OPT_MQ2_Palace_382698,,MQ2_Palace,Palace engagement — Princess Li sets the charge,382698,,"“I—what I think may not be important, but as I understand their political structures, the noble houses are not friendly with each other. Darius and Crispus are from House Enestius. They are fabulously wealthy traders. You see how they treat Princess Li, from a rival house. Both witnessed Erik promising that you would receive credit and be rewarded. If that is not honored, then it will make people think House Hasra is not generous. They cannot have that, and so I think they will have to reward us. Though, if I am wrong, we are all dead.”",1
OPT_MQ2_Palace_387240,,MQ2_Palace,Palace engagement — Princess Li sets the charge,387240,,"“Erik, didn’t you say something about new clothes?”",1
OPT_MQ2_Palace_467822,,MQ2_Palace,Palace engagement — Princess Li sets the charge,467822,,"“Xal and Saghir,”",1
OPT_MQ2_Palace_469329,,MQ2_Palace,Palace engagement — Princess Li sets the charge,469329,Li,"“He means,”",1
OPT_MQ2_Palace_472106,,MQ2_Palace,Palace engagement — Princess Li sets the charge,472106,,"“Happy nap, friend Xal. Enjoy your short-sleep. I will dream of the food we will eat when we wake.”",1
OPT_MQ2_Palace_489600,,MQ2_Palace,Palace engagement — Princess Li sets the charge,489600,,"“Gratitude for saving me. I…yesterday I didn’t exactly sound very grateful, but I wanted to make sure that you knew I was. So is Saghir, I think.”",1
OPT_MQ2_Palace_522342,,MQ2_Palace,Palace engagement — Princess Li sets the charge,522342,,"“Here is what we will do. We will pair our most advanced students with our least advanced. Each new student will receive a mentor, chosen at random. Let’s see…Darius with Xal.”",1
OPT_MQ2_Palace_522803,,MQ2_Palace,Palace engagement — Princess Li sets the charge,522803,,"“I’ll begin again. Li you will instruct Xal. Darius you will instruct Ena. Erik you will instruct Morog. Crispus, you appear to already have instructed your new waif. Does the waif have a name by the way?”",1
OPT_MQ2_Palace_531686,,MQ2_Palace,Palace engagement — Princess Li sets the charge,531686,,"“We will also talk about the Canal, so don’t ask, Ephram. Clearly, I am going about this incorrectly. Let me begin again, with the properer urgency. You are going to die. Badly.”",1
OPT_MQ2_Palace_553010,,MQ2_Palace,Palace engagement — Princess Li sets the charge,553010,,“There’s Li. Do you want to sit with her?”,1
OPT_MQ2_Palace_555949,,MQ2_Palace,Palace engagement — Princess Li sets the charge,555949,,"“I cannot afford to prance about, lording over my subjects. Some of us actually have to try, Erik.”",1
OPT_MQ2_Palace_652579,,MQ2_Palace,Palace engagement — Princess Li sets the charge,652579,,“The three of us can study together if you want. We should probably sit with Ashianna and Li at lunch.”,1
OPT_MQ2_Palace_765169,,MQ2_Palace,Palace engagement — Princess Li sets the charge,765169,,“Saghir! Grab the ring. Let’s go.”,1
OPT_MQ2_Palace_773078,,MQ2_Palace,Palace engagement — Princess Li sets the charge,773078,,"“We come from different worlds, you and I. In my world, children like Ephram die. Badly.”",1
OPT_MQ2_Palace_778547,,MQ2_Palace,Palace engagement — Princess Li sets the charge,778547,,"“Rum comes from sweetcane, which comes from my family’s lands. We have plantations south of the canal, running all the way to the swamps of Orlon. Anyway, rum is one of our principal exports. Anything House Brutus has they originally secured from us. We sell almost all our rum in the capital. Sometimes I get to stay in the palace, and once I dined with Erik. Brutus is only selling it because he’s broke.”",1
OPT_MQ2_Palace_957719,,MQ2_Palace,Palace engagement — Princess Li sets the charge,957719,Ashianna,"“Fan out,”",1
OPT_MQ2_Palace_972124,,MQ2_Palace,Palace engagement — Princess Li sets the charge,972124,,"“You really believe I cheated, don’t you? Li beat you, and that you can accept because she was born in a palace. But me? I was born in a hovel, pissing in a bucket, so you just can’t accept it. I won because you aren’t as skilled as you think you are.”",1
OPT_MQ2_Palace_993100,,MQ2_Palace,Palace engagement — Princess Li sets the charge,993100,,"“You’re always talking about what a tactical genius you are. So lead us over there and help us put Erik in his place. The bastard deserves it, and you know it. Besides, I want to show off for Li. I’ve never bedded a princess, and if she’s dating rats, that means I have a chance.”",1
OPT_MQ2_Palace_1390807,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1390807,,“Princess Li!”,1
OPT_MQ2_Palace_1523039,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1523039,,“When is Saghir back from the temple?”,1
OPT_MQ2_Palace_1699366,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1699366,,"“Apologies for the interruption, but Xal is the leader of our quint.”",1
OPT_MQ2_Palace_1699461,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1699461,,"“Report to Xal,”",1
OPT_MQ2_Palace_1727903,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1727903,,"“This is the best gift anyone has ever made for me. Thank you, Li. I will treasure it. I promise. And I’m grateful.”",1
OPT_MQ2_Palace_1728375,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1728375,,"“She did not make a scabbard for Erik.
--- Page 424 ---
Or for anyone else. I think you may have a suitor. In our lands, such a gift means much.”",1
OPT_MQ2_Palace_1747601,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1747601,,“Li taught me.”,1
OPT_MQ2_Palace_1747814,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1747814,,"“I can see that Xal already ﬁghts with a sword. What of you, Princess? Have you used a blade? Devastating strike is powerful and can be used unarmed, but its primary use is delivering spells through a weapon. Note that it can be used at range, which means if you have a bow or a weapon capable of channeling a spell, it is extremely powerful. If you utilize naught but ﬁsts, it will do little for you.”",1
OPT_MQ2_Palace_1748750,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1748750,Well,"“I will waste no time. Mimic this motion. Both of you. Li, take this.”",1
OPT_MQ2_Palace_1853702,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1853702,,“There’s Ashianna!”,1
OPT_MQ2_Palace_1900229,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1900229,,"“Let’s go back to this illusion. Li, you can make yourself invisible. Can you do that for other people? And how many illusions can you sustain?”",1
OPT_MQ2_Palace_1900776,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1900776,,"“Best to assume against either Erik or Crispus we’re not going to be able to drink. So we’re limited to what we can cast, and that means we need to make every spell count.”",1
OPT_MQ2_Palace_1939721,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1939721,,"“I
--- Page 560 ---
am a mighty sorcerer, friend Li. It is diﬀicult not to show oﬀ, no?”",1
OPT_MQ2_Palace_1940002,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1940002,,"“Crispus will have to come to us. We can salt the entire temple if we have to. Saghir, can you scry Crispus? Li, you’re still invisible. Can you ﬂy to a window and see what you can see?”",1
OPT_MQ2_Palace_1987270,,MQ2_Palace,Palace engagement — Princess Li sets the charge,1987270,,"“Master Saghir,”",1
OPT_MQ2_Palace_2083097,,MQ2_Palace,Palace engagement — Princess Li sets the charge,2083097,,"“Xal, would you like to play Kem before bed?”",1
OPT_MQ3_Archive_5292247,,MQ3_Archive,Archive breach — truth of the erased report,5292247,,"“Going with you, friend Xal.”",1
OPT_MQ3_Archive_5292357,,MQ3_Archive,Archive breach — truth of the erased report,5292357,,"“There is a chance that I will not be able to rejoin you if we are separated, and I fear we will need all my magic within the spirit realm. I am one of the few who possesses it, other than Ephram.”",1
OPT_MQ3_Archive_203101,,MQ3_Archive,Archive breach — truth of the erased report,203101,,"“If your apprentice does not report back in a season, then we will send another spy in the more traditional way.”",1
OPT_MQ3_Archive_404895,,MQ3_Archive,Archive breach — truth of the erased report,404895,,"“I’d hoped my written report would be sufficient as I know your time is of incalculable worth. I spent last night entertaining the conscripts who survived. I know you didn’t ask me to do that, but I thought that—”",1
OPT_MQ3_Archive_485084,,MQ3_Archive,Archive breach — truth of the erased report,485084,,"“Jun, will you take Macha to the dormitory and help her get situated? For her first lesson, please give her a box of memory cards and begin teaching her ESL. Then report to the hospital and see to those you can help.”",1
OPT_MQ3_Archive_502331,,MQ3_Archive,Archive breach — truth of the erased report,502331,,"“And that brings our ceremony to its end. You may return to your dormitories and get some rest. In the morning, report to your archetype homeroom, which is marked on the wall next to registration.”",1
OPT_MQ3_Archive_1084159,,MQ3_Archive,Archive breach — truth of the erased report,1084159,,“What did the hamlet watch report? Tell it true. Tell it like it was told to you.”,1
OPT_MQ3_Archive_1165208,,MQ3_Archive,Archive breach — truth of the erased report,1165208,,"“You are certain Zelek’s people sent no word? I will not fault you for holding back a report. There’s something on
--- Page 63 ---
the wind.”",1
OPT_MQ3_Archive_1270341,,MQ3_Archive,Archive breach — truth of the erased report,1270341,,“Give me your report. I would hear what the Fomori are doing in my realm.”,1
OPT_MQ3_Archive_1606604,,MQ3_Archive,Archive breach — truth of the erased report,1606604,,“Has my report ever been ‘we’re winning’?”,1
OPT_MQ3_Archive_1674142,,MQ3_Archive,Archive breach — truth of the erased report,1674142,,"“File down through the tower,”",1
OPT_MQ3_Archive_1693636,,MQ3_Archive,Archive breach — truth of the erased report,1693636,,"“I have taken your measure. Now I will fetch students to round out your quints. Each will be selected to give you a chance at victory. Crispus, you are exempted. Report to the palace.”",1
OPT_MQ3_Archive_1698969,,MQ3_Archive,Archive breach — truth of the erased report,1698969,,"“Cebisa, report to Crispus and lend him your skills.”",1
OPT_MQ3_Archive_1987303,,MQ3_Archive,Archive breach — truth of the erased report,1987303,,“I have come to summon you to the Hoard of Lakshmi. Report to the palace of Totarius Enestius immediately.”,1
OPT_MQ3_Archive_2197563,,MQ3_Archive,Archive breach — truth of the erased report,2197563,,"“You still going for Immovable Mountain, Soﬁa? There isn’t a better ability for wardens at any Catalyst in the west.”",1
OPT_MQ3_Archive_2364273,,MQ3_Archive,Archive breach — truth of the erased report,2364273,,"“Please, guide us home. Then you may return to your quarters and I will report our success to the Imperator. She will be pleased with your success.”",1
OPT_MQ3_Archive_2653169,,MQ3_Archive,Archive breach — truth of the erased report,2653169,Zelek,"“If Thandres is right that a new godswar is brewing, then it will begin in Gateway. I believe that Zaro and I are suﬀicient to observe its beginnings and to report back our ﬁndings.”",1
OPT_MQ3_Archive_2771948,,MQ3_Archive,Archive breach — truth of the erased report,2771948,,"“It fell into my possession when one of the guards bragged a little too loudly. I waited for him to bathe and took it. I do not think he is supposed to have it, so the theft was never reported.”",1
OPT_MQ3_Archive_3181016,,MQ3_Archive,Archive breach — truth of the erased report,3181016,,"“It’s not, but Jalisa fancies me, and I told her that I was seeking knowledge for a report that Celeste herself needed.”",1
OPT_MQ3_Archive_3216629,,MQ3_Archive,Archive breach — truth of the erased report,3216629,,“That was a report from one of my spies at the palace. They have located Mina. She is alive and unharmed and receives proper food and care. They can smuggle her words but no objects—if there is a missive we wish passed.”,1
OPT_MQ3_Archive_3490732,,MQ3_Archive,Archive breach — truth of the erased report,3490732,,“I have been waiting two days for anything like a report.”,1
OPT_MQ3_Archive_3491034,,MQ3_Archive,Archive breach — truth of the erased report,3491034,,"“And had I anything to report, I would have done so.”",1
OPT_MQ3_Archive_3886637,,MQ3_Archive,Archive breach — truth of the erased report,3886637,,“Those knights are trained to report everything they see and hear back to both their order and directly to Dalanthar.”,1
OPT_MQ3_Archive_3942353,,MQ3_Archive,Archive breach — truth of the erased report,3942353,,"“She will be honor-bound to report us to the Praetor,”",1
OPT_MQ3_Archive_4070244,,MQ3_Archive,Archive breach — truth of the erased report,4070244,,“Report me? Who are you?”,1
OPT_MQ3_Archive_4642747,,MQ3_Archive,Archive breach — truth of the erased report,4642747,,“Go. Tend to the battle and select a tithe you think I’ll favor after you have your fill. I am old and have business to be about. The boy monarch wishes an audience and a report.”,1
OPT_MQ3_Archive_4774500,,MQ3_Archive,Archive breach — truth of the erased report,4774500,Bumut,“I will return to your mother and make a report.”,1
OPT_MQ3_Archive_4776777,,MQ3_Archive,Archive breach — truth of the erased report,4776777,,"“I thought that reporting my attempted assassination at the hands of an adult wyrm might earn some concern. It appears I am wrong. You speak of support, but this is not support.”",1
OPT_MQ3_Archive_4782514,,MQ3_Archive,Archive breach — truth of the erased report,4782514,,“Bumut sent a report.”,1
OPT_MQ3_Archive_5136870,,MQ3_Archive,Archive breach — truth of the erased report,5136870,They,"“Crispus murdered him, then blamed you. They said that you had a grudge, entered the palace, and executed him. Your sister was there to disintegrate things, so they have some evidence.”",1
OPT_MQ3_Archive_5138442,,MQ3_Archive,Archive breach — truth of the erased report,5138442,,“We’ve had dozens of reports.”,1
OPT_MQ3_Archive_5292048,,MQ3_Archive,Archive breach — truth of the erased report,5292048,,"“It will give them time to report our presence too,”",1
OPT_MQ3_Archive_5338607,,MQ3_Archive,Archive breach — truth of the erased report,5338607,,"“I have returned, my son, to celebrate and hear of your deeds. Is this witch nattering at you? If you wish it, I will take her to my quarters and receive her reports.”",1
OPT_MQ3_Archive_5644559,,MQ3_Archive,Archive breach — truth of the erased report,5644559,,"“I will oversee the destruction of Calmora and Gateway, and then I will pry the Heart of Fire loose from the Blasted Lands. All you need do is keep my brother occupied. Xal must not cross your lands. Contain him and his avatar.”",1
OPT_MQ3_Archive_5739302,,MQ3_Archive,Archive breach — truth of the erased report,5739302,,"“Saghir,”",1
OPT_MQ3_Archive_5763099,,MQ3_Archive,Archive breach — truth of the erased report,5763099,,“I have been receiving reports of these storytomes spreading among the ranks. A few traitorous demons have gone over to your hated brother. Do you wish me to outlaw them?”,1
OPT_MQ3_Archive_5763312,,MQ3_Archive,Archive breach — truth of the erased report,5763312,,"“You may allow them to be read. If we deprive the troops of such entertainment now, it will only make us appear weak and make them sullen. It will show that we fear Xal and the influence he might have. I’d rather them see me unconcerned. Amused even. Which is why I have read them publicly each time.”",1
OPT_MQ3_Archive_5968569,,MQ3_Archive,Archive breach — truth of the erased report,5968569,,"“Follow me. We’ll keep a slow pace, single file.”",1
OPT_MQ3_Archive_149449,,MQ3_Archive,Archive breach — truth of the erased report,149449,,“Let’s go find your friend.”,1
OPT_MQ3_Archive_149673,,MQ3_Archive,Archive breach — truth of the erased report,149673,,“How will you locate Bumut?”,1
OPT_MQ3_Archive_149702,,MQ3_Archive,Archive breach — truth of the erased report,149702,,"“I may not be the most skilled diviner in our class, but I do possess some magic.”",1
OPT_MQ3_Archive_182030,,MQ3_Archive,Archive breach — truth of the erased report,182030,,--- Page 95 ---,1
OPT_MQ3_Archive_182049,,MQ3_Archive,Archive breach — truth of the erased report,182049,,--- Page 96 ---,1
OPT_MQ3_Archive_198848,,MQ3_Archive,Archive breach — truth of the erased report,198848,Dagda,"“And we, as a group, decided that the behemoth we shackled would
--- Page 104 ---
be used to weaken the Hasrans. We have commanded it to destroy all trade along the route from Gateway to Hasra. Four flights of our best drake riders have shadowed the mountain and watched its progress. They have downed any Hasran airship who might have reported back.”",1
OPT_MQ3_Archive_198913,,MQ3_Archive,Archive breach — truth of the erased report,198913,Dagda,--- Page 104 ---,1
OPT_MQ3_Archive_199515,,MQ3_Archive,Archive breach — truth of the erased report,199515,,“They would invade the forest.”,1
OPT_MQ3_Archive_203033,,MQ3_Archive,Archive breach — truth of the erased report,203033,,“That would be the safest time.”,1
OPT_MQ3_Archive_203454,,MQ3_Archive,Archive breach — truth of the erased report,203454,Macha,"“I have a name,”",1
OPT_MQ3_Archive_365130,,MQ3_Archive,Archive breach — truth of the erased report,365130,,“I’m being a bad host. You all must be famished.”,1
OPT_MQ3_Archive_365308,,MQ3_Archive,Archive breach — truth of the erased report,365308,,"“Please, follow me.”",1
OPT_MQ3_Archive_365561,,MQ3_Archive,Archive breach — truth of the erased report,365561,,--- Page 200 ---,1
OPT_MQ3_Archive_404708,,MQ3_Archive,Archive breach — truth of the erased report,404708,,"“Apologies, mother.”",1
OPT_MQ3_Archive_485006,,MQ3_Archive,Archive breach — truth of the erased report,485006,,"“It’s okay, child.”",1
OPT_MQ3_Archive_485302,,MQ3_Archive,Archive breach — truth of the erased report,485302,,--- Page 266 ---,1
OPT_MQ3_Archive_487471,,MQ3_Archive,Archive breach — truth of the erased report,487471,,--- Page 267 ---,1
OPT_MQ3_Archive_502267,,MQ3_Archive,Archive breach — truth of the erased report,502267,,"“Jun chooses to emulate the dedicate,”",1
OPT_MQ3_Archive_516481,,MQ3_Archive,Archive breach — truth of the erased report,516481,,--- Page 284 ---,1
OPT_MQ3_Archive_516501,,MQ3_Archive,Archive breach — truth of the erased report,516501,,--- Page 285 ---,1
OPT_MQ3_Archive_529104,,MQ3_Archive,Archive breach — truth of the erased report,529104,,--- Page 293 ---,1
OPT_MQ3_Archive_538369,,MQ3_Archive,Archive breach — truth of the erased report,538369,,"“Only one more class before lunch. We have History next, then we get to eat.”",1
OPT_MQ3_Archive_538447,,MQ3_Archive,Archive breach — truth of the erased report,538447,,--- Page 298 ---,1
OPT_MQ3_Archive_538467,,MQ3_Archive,Archive breach — truth of the erased report,538467,,--- Page 299 ---,1
OPT_MQ3_Archive_644690,,MQ3_Archive,Archive breach — truth of the erased report,644690,,“All this running and jumping. I hope friend Caw is right and that we will quickly grow in strength.”,1
OPT_MQ3_Archive_644883,,MQ3_Archive,Archive breach — truth of the erased report,644883,,“He’s been more honest than anyone else associated with the Hasrans.”,1
OPT_MQ3_Archive_644953,,MQ3_Archive,Archive breach — truth of the erased report,644953,,--- Page 358 ---,1
OPT_MQ3_Archive_648267,,MQ3_Archive,Archive breach — truth of the erased report,648267,,“Each of you has been assigned a curriculum based on your archetype.”,1
OPT_MQ3_Archive_652210,,MQ3_Archive,Archive breach — truth of the erased report,652210,,“Where are you sitting for lunch?”,1
OPT_MQ3_Archive_652245,,MQ3_Archive,Archive breach — truth of the erased report,652245,,“Wherever we attract no notice.”,1
OPT_MQ3_Archive_652315,,MQ3_Archive,Archive breach — truth of the erased report,652315,,"“I don’t even want to think about after lunch. We’re going to have to fight
--- Page 361 ---
them again, and none of the tactics stuff makes any sense to me. Defeat in detail? Doesn’t make the slightest bit of sense.”",1
OPT_MQ3_Archive_662294,,MQ3_Archive,Archive breach — truth of the erased report,662294,,"“Please, take your ease. Those with business may approach the crown, in order of station.”",1
OPT_MQ3_Archive_934560,,MQ3_Archive,Archive breach — truth of the erased report,934560,,“The Praetor is never pleased.”,1
OPT_MQ3_Archive_934699,,MQ3_Archive,Archive breach — truth of the erased report,934699,,--- Page 516 ---,1
OPT_MQ3_Archive_934927,,MQ3_Archive,Archive breach — truth of the erased report,934927,,“I’ve been considering our approach. Do we know which of the four gates they will admit us from?”,1
OPT_MQ3_Archive_1040896,,MQ3_Archive,Archive breach — truth of the erased report,1040896,,"“Alliances matter. What you have forged here will last your career, as it would have for Lucretia if she’d been born a decade sooner. The scion of Calmora is honorable to a fault, as many of her people are. She has reported the tale in its entirety. The Calmoran government knows all that has transpired.”",1
OPT_MQ3_Archive_1041202,,MQ3_Archive,Archive breach — truth of the erased report,1041202,,"“Worse, to the Imperator’s mind,”",1
OPT_MQ3_Archive_1041255,,MQ3_Archive,Archive breach — truth of the erased report,1041255,,“House Enestius knows through Darius and Crispus. How much do you understand about House Enestius’s place in the Imperium?”,1
OPT_MQ3_Archive_1047545,,MQ3_Archive,Archive breach — truth of the erased report,1047545,,“I shall see you upon your return. If I am awake. I plan to sleep for a week.”,1
OPT_MQ3_Archive_1067171,,MQ3_Archive,Archive breach — truth of the erased report,1067171,,--- Page 591 ---,1
OPT_MQ3_Archive_1070370,,MQ3_Archive,Archive breach — truth of the erased report,1070370,,“How can we reach them? The Hasran Imperium are the heirs to the Elentians. They have beaten us in every war. How will we reach their city without them even noticing?”,1
OPT_MQ3_Archive_1083901,,MQ3_Archive,Archive breach — truth of the erased report,1083901,,“The headless knight is out there.”,1
OPT_MQ3_Archive_1084012,,MQ3_Archive,Archive breach — truth of the erased report,1084012,,"“He’s got a bow made from the spine of a king, which also serves as a whip that can tear out a man’s soul.”",1
OPT_MQ3_Archive_1084242,,MQ3_Archive,Archive breach — truth of the erased report,1084242,,"“Sorry, Fionn. T-they found a headless body this morning.”",1
OPT_MQ3_Archive_1120281,,MQ3_Archive,Archive breach — truth of the erased report,1120281,,“Couldn’t we take your griﬀin out?”,1
OPT_MQ3_Archive_1120406,,MQ3_Archive,Archive breach — truth of the erased report,1120406,,"“I have to stay with the ship at all times. Mother was very speciﬁc. She doesn’t know I even brought it, and I’m not sure why I did. I’ve been afraid to use it all summer. My
--- Page 36 ---
primum is a lackey, and he’ll report everything back to her. Not much of a ﬁrst.”",1
OPT_MQ3_Archive_1120581,,MQ3_Archive,Archive breach — truth of the erased report,1120581,,--- Page 36 ---,1
OPT_MQ3_Archive_1120679,,MQ3_Archive,Archive breach — truth of the erased report,1120679,,“Linus the Minus.”,1
OPT_MQ3_Archive_1120923,,MQ3_Archive,Archive breach — truth of the erased report,1120923,,“Go and fetch the primum. I want to hear this morning’s missive from Hasra.”,1
OPT_MQ3_Archive_1165064,,MQ3_Archive,Archive breach — truth of the erased report,1165064,,"“If I am intruding, I will go. Was there any personal business you wished me to attend to after this morning’s session? You seemed…distracted.”",1
OPT_MQ3_Archive_1165323,,MQ3_Archive,Archive breach — truth of the erased report,1165323,,--- Page 63 ---,1
OPT_MQ3_Archive_1224443,,MQ3_Archive,Archive breach — truth of the erased report,1224443,,"“Isn’t exactly kind,”",1
OPT_MQ3_Archive_1224486,,MQ3_Archive,Archive breach — truth of the erased report,1224486,,"“I agree. And I hate agreeing with you, urchin. Very well, then I will report to my mother. I will trust you in this, little dreadlord. It doesn’t mean I don't hate you. It doesn’t mean I won’t carve you up all year on the sands if they continue the academy and don’t simply send us oﬀ to war. But today we are allies with a common foe. Bring me my friend’s body, and I will see you well rewarded.”",1
OPT_MQ3_Archive_1270059,,MQ3_Archive,Archive breach — truth of the erased report,1270059,,“Am I summoned?”,1
OPT_MQ3_Archive_1270140,,MQ3_Archive,Archive breach — truth of the erased report,1270140,,"“May I present Praetor Delinius, Highness, the commander of the oﬀensive against the Fomori.”",1
OPT_MQ3_Archive_1270234,,MQ3_Archive,Archive breach — truth of the erased report,1270234,,"“Come, Praetor.”",1
OPT_MQ3_Archive_1270552,,MQ3_Archive,Archive breach — truth of the erased report,1270552,,“I have come to oﬀer grave news. Our legions have been decimated—”,1
OPT_MQ3_Archive_1270619,,MQ3_Archive,Archive breach — truth of the erased report,1270619,,“So reduced by ten percent?”,1
OPT_MQ4_Vault_790824,,MQ4_Vault,Khalir’s Vault — relic and custody,790824,,"“Conceal Saghir from sight, so they believe he is still with me. Ashianna and Li, take Ephram and assault the enemy relic.”",1
OPT_MQ4_Vault_791402,,MQ4_Vault,Khalir’s Vault — relic and custody,791402,,"“This plan is a lot better than mine. Attend, so they do not see which among us has the relic. Close your eyes, Xal, so even you do not know.”",1
OPT_MQ4_Vault_860481,,MQ4_Vault,Khalir’s Vault — relic and custody,860481,,"“Oh, you’ve arrived. At last! What ill timing. The bread will not finish baking for a while yet. And I so wanted to make a good impression on your friend. Hello! I am Kazon. You must be Saghir.”",1
OPT_MQ4_Vault_943137,,MQ4_Vault,Khalir’s Vault — relic and custody,943137,Erik,“Calm yourself.”,1
OPT_MQ4_Vault_984235,,MQ4_Vault,Khalir’s Vault — relic and custody,984235,,"“I stand with friend Xal, making two.”",1
OPT_MQ4_Vault_1014242,,MQ4_Vault,Khalir’s Vault — relic and custody,1014242,Saghir,“You do not look well. Do your injuries require attention?”,1
OPT_MQ4_Vault_1086160,,MQ4_Vault,Khalir’s Vault — relic and custody,1086160,Saghir,“I do possess the blessing of greater ﬁre. I am guessing you wish me to scry?”,1
OPT_MQ4_Vault_1088489,,MQ4_Vault,Khalir’s Vault — relic and custody,1088489,Saghir,"“Brilliant is what it is,”",1
OPT_MQ4_Vault_1313618,,MQ4_Vault,Khalir’s Vault — relic and custody,1313618,Li,“What are those?”,1
OPT_MQ4_Vault_1314840,,MQ4_Vault,Khalir’s Vault — relic and custody,1314840,Li,"“We’re a net food exporter,”",1
OPT_MQ4_Vault_1351888,,MQ4_Vault,Khalir’s Vault — relic and custody,1351888,Ephram,“Where does it all come from?”,1
OPT_MQ4_Vault_1352015,,MQ4_Vault,Khalir’s Vault — relic and custody,1352015,Ephram,--- Page 180 ---,1
OPT_MQ4_Vault_1359855,,MQ4_Vault,Khalir’s Vault — relic and custody,1359855,Ephram,"“This should be far enough I think,”",1
OPT_MQ4_Vault_1398264,,MQ4_Vault,Khalir’s Vault — relic and custody,1398264,Saghir,“I am eager to be able to ﬂy if such things are possible.”,1
OPT_MQ4_Vault_1398323,,MQ4_Vault,Khalir’s Vault — relic and custody,1398323,Saghir,“When Ting decides we’re ready.”,1
OPT_MQ4_Vault_1442892,,MQ4_Vault,Khalir’s Vault — relic and custody,1442892,,"“You need to set an example for your people, Ashianna. What are the young warriors in your kingdom going to say when they hear you were afraid to take that step? Where will they ﬁnd their strength?”",1
OPT_MQ4_Vault_1555796,,MQ4_Vault,Khalir’s Vault — relic and custody,1555796,Li,“I suppose I will have to adapt then.”,1
OPT_MQ4_Vault_1555939,,MQ4_Vault,Khalir’s Vault — relic and custody,1555939,Li,“Where is she?”,1
OPT_MQ4_Vault_1555989,,MQ4_Vault,Khalir’s Vault — relic and custody,1555989,Li,"“No idea, but the second she appears, I’m on her.”",1
OPT_MQ4_Vault_1560304,,MQ4_Vault,Khalir’s Vault — relic and custody,1560304,Erik,--- Page 317 ---,1
OPT_MQ4_Vault_1560321,,MQ4_Vault,Khalir’s Vault — relic and custody,1560321,Erik,"“He’s quite charming, I’m told.”",1
OPT_MQ4_Vault_1583855,,MQ4_Vault,Khalir’s Vault — relic and custody,1583855,Kaeselin,"“Our guests have arrived,”",1
OPT_MQ4_Vault_1583973,,MQ4_Vault,Khalir’s Vault — relic and custody,1583973,Kaeselin,"“The time for pleasantries is at an end, and the time to discuss the future is upon us.”",1
OPT_MQ4_Vault_1613635,,MQ4_Vault,Khalir’s Vault — relic and custody,1613635,,"“Give me hope, Xal. Tell me you’re making out with her in some corner after training. You’re spending a lot of time together.”",1
OPT_MQ4_Vault_1633523,,MQ4_Vault,Khalir’s Vault — relic and custody,1633523,,“They wanted you to join them if you’re able. They’re also looking for Erik. Aren’t you his shadow?”,1
